"Report_Name","Title Master Report",
"Report_ID","TR",
"Release","5",
"Institution_Name","University of Mary Washington",
"Institution_ID","OUP:10751",
"Metric_Types","",
"Report_Filters","YOP=0001|9999",
"Report_Attributes","Attributes_To_Show=Access_Method|Access_Type|Data_Type|Section_Type|YOP",
"Exceptions","",
"Reporting_Period","Begin_Date=2020-07-01; End_Date=2021-06-30",
"Created","2022-01-12T19:04:08Z",
"Created_By","Scholarly iQ for Oxford University Press",
"","",
"Title","Publisher","Publisher_ID","Platform","DOI","Proprietary_ID","ISBN","Print_ISSN","Online_ISSN","URI","Data_Type","Section_Type","YOP","Access_Type","Access_Method","Metric_Type","Reporting_Period_Total","Jul-2020","Aug-2020","Sep-2020","Oct-2020","Nov-2020","Dec-2020","Jan-2021","Feb-2021","Mar-2021","Apr-2021","May-2021","Jun-2021",
"A Dictionary of Chemistry","Oxford University Press","","Oxford Reference","","","978-0-19-884122-7","","","","Book","","0001","Controlled","Regular","Unique_Title_Investigations","1","0","0","1","0","0","0","0","0","0","0","0","0",
"A Dictionary of Chemistry","Oxford University Press","","Oxford Reference","","","978-0-19-884122-7","","","","Book","","0001","Controlled","Regular","Unique_Title_Requests","1","0","0","1","0","0","0","0","0","0","0","0","0",
"A Dictionary of Chemistry","Oxford University Press","","Oxford Reference","","","978-0-19-884122-7","","","","Book","Other","0001","Controlled","Regular","Total_Item_Investigations","1","0","0","1","0","0","0","0","0","0","0","0","0",
"A Dictionary of Chemistry","Oxford University Press","","Oxford Reference","","","978-0-19-884122-7","","","","Book","Other","0001","Controlled","Regular","Total_Item_Requests","1","0","0","1","0","0","0","0","0","0","0","0","0",
"A Dictionary of Chemistry","Oxford University Press","","Oxford Reference","","","978-0-19-884122-7","","","","Book","Other","0001","Controlled","Regular","Unique_Item_Investigations","1","0","0","1","0","0","0","0","0","0","0","0","0",
"A Dictionary of Chemistry","Oxford University Press","","Oxford Reference","","","978-0-19-884122-7","","","","Book","Other","0001","Controlled","Regular","Unique_Item_Requests","1","0","0","1","0","0","0","0","0","0","0","0","0",
"Black Women in America, Second Edition","Oxford University Press","","Oxford Reference","","","978-0-19-515677-5","","","","Book","","0001","Controlled","Regular","Unique_Title_Investigations","1","0","0","0","0","0","0","0","1","0","0","0","0",
"Black Women in America, Second Edition","Oxford University Press","","Oxford Reference","","","978-0-19-515677-5","","","","Book","","0001","Controlled","Regular","Unique_Title_Requests","1","0","0","0","0","0","0","0","1","0","0","0","0",
"Black Women in America, Second Edition","Oxford University Press","","Oxford Reference","","","978-0-19-515677-5","","","","Book","Other","0001","Controlled","Regular","Total_Item_Investigations","1","0","0","0","0","0","0","0","1","0","0","0","0",
"Black Women in America, Second Edition","Oxford University Press","","Oxford Reference","","","978-0-19-515677-5","","","","Book","Other","0001","Controlled","Regular","Total_Item_Requests","1","0","0","0","0","0","0","0","1","0","0","0","0",
"Black Women in America, Second Edition","Oxford University Press","","Oxford Reference","","","978-0-19-515677-5","","","","Book","Other","0001","Controlled","Regular","Unique_Item_Investigations","1","0","0","0","0","0","0","0","1","0","0","0","0",
"Black Women in America, Second Edition","Oxford University Press","","Oxford Reference","","","978-0-19-515677-5","","","","Book","Other","0001","Controlled","Regular","Unique_Item_Requests","1","0","0","0","0","0","0","0","1","0","0","0","0",
"The Canadian Oxford Dictionary","Oxford University Press","","Oxford Reference","","","978-0-19-541816-3","","","","Book","","0001","Controlled","Regular","Unique_Title_Investigations","2","0","0","0","0","2","0","0","0","0","0","0","0",
"The Canadian Oxford Dictionary","Oxford University Press","","Oxford Reference","","","978-0-19-541816-3","","","","Book","","0001","Controlled","Regular","Unique_Title_Requests","2","0","0","0","0","2","0","0","0","0","0","0","0",
"The Canadian Oxford Dictionary","Oxford University Press","","Oxford Reference","","","978-0-19-541816-3","","","","Book","Other","0001","Controlled","Regular","Total_Item_Investigations","2","0","0","0","0","2","0","0","0","0","0","0","0",
"The Canadian Oxford Dictionary","Oxford University Press","","Oxford Reference","","","978-0-19-541816-3","","","","Book","Other","0001","Controlled","Regular","Total_Item_Requests","2","0","0","0","0","2","0","0","0","0","0","0","0",
"The Canadian Oxford Dictionary","Oxford University Press","","Oxford Reference","","","978-0-19-541816-3","","","","Book","Other","0001","Controlled","Regular","Unique_Item_Investigations","2","0","0","0","0","2","0","0","0","0","0","0","0",
"The Canadian Oxford Dictionary","Oxford University Press","","Oxford Reference","","","978-0-19-541816-3","","","","Book","Other","0001","Controlled","Regular","Unique_Item_Requests","2","0","0","0","0","2","0","0","0","0","0","0","0",
"The Oxford Classical Dictionary","Oxford University Press","","Oxford Reference","","","978-0-19-860641-3","","","","Book","","0001","Controlled","Regular","Unique_Title_Investigations","1","0","1","0","0","0","0","0","0","0","0","0","0",
"The Oxford Classical Dictionary","Oxford University Press","","Oxford Reference","","","978-0-19-860641-3","","","","Book","","0001","Controlled","Regular","Unique_Title_Requests","1","0","1","0","0","0","0","0","0","0","0","0","0",
"The Oxford Classical Dictionary","Oxford University Press","","Oxford Reference","","","978-0-19-860641-3","","","","Book","Other","0001","Controlled","Regular","Total_Item_Investigations","2","0","2","0","0","0","0","0","0","0","0","0","0",
"The Oxford Classical Dictionary","Oxford University Press","","Oxford Reference","","","978-0-19-860641-3","","","","Book","Other","0001","Controlled","Regular","Total_Item_Requests","2","0","2","0","0","0","0","0","0","0","0","0","0",
"The Oxford Classical Dictionary","Oxford University Press","","Oxford Reference","","","978-0-19-860641-3","","","","Book","Other","0001","Controlled","Regular","Unique_Item_Investigations","1","0","1","0","0","0","0","0","0","0","0","0","0",
"The Oxford Classical Dictionary","Oxford University Press","","Oxford Reference","","","978-0-19-860641-3","","","","Book","Other","0001","Controlled","Regular","Unique_Item_Requests","1","0","1","0","0","0","0","0","0","0","0","0","0",
"The Oxford Classical Dictionary","Oxford University Press","","Oxford Reference","","","978-0-19-954556-8","","","","Book","","0001","Controlled","Regular","Unique_Title_Investigations","3","0","2","0","1","0","0","0","0","0","0","0","0",
"The Oxford Classical Dictionary","Oxford University Press","","Oxford Reference","","","978-0-19-954556-8","","","","Book","","0001","Controlled","Regular","Unique_Title_Requests","3","0","2","0","1","0","0","0","0","0","0","0","0",
"The Oxford Classical Dictionary","Oxford University Press","","Oxford Reference","","","978-0-19-954556-8","","","","Book","Other","0001","Controlled","Regular","Total_Item_Investigations","5","0","4","0","1","0","0","0","0","0","0","0","0",
"The Oxford Classical Dictionary","Oxford University Press","","Oxford Reference","","","978-0-19-954556-8","","","","Book","Other","0001","Controlled","Regular","Total_Item_Requests","5","0","4","0","1","0","0","0","0","0","0","0","0",
"The Oxford Classical Dictionary","Oxford University Press","","Oxford Reference","","","978-0-19-954556-8","","","","Book","Other","0001","Controlled","Regular","Unique_Item_Investigations","5","0","4","0","1","0","0","0","0","0","0","0","0",
"The Oxford Classical Dictionary","Oxford University Press","","Oxford Reference","","","978-0-19-954556-8","","","","Book","Other","0001","Controlled","Regular","Unique_Item_Requests","5","0","4","0","1","0","0","0","0","0","0","0","0",
"The Oxford Companion to Fairy Tales","Oxford University Press","","Oxford Reference","","","978-0-19-860509-6","","","","Book","","0001","Controlled","Regular","Unique_Title_Investigations","1","0","0","0","0","0","1","0","0","0","0","0","0",
"The Oxford Companion to Fairy Tales","Oxford University Press","","Oxford Reference","","","978-0-19-860509-6","","","","Book","","0001","Controlled","Regular","Unique_Title_Requests","1","0","0","0","0","0","1","0","0","0","0","0","0",
"The Oxford Companion to Fairy Tales","Oxford University Press","","Oxford Reference","","","978-0-19-860509-6","","","","Book","Other","0001","Controlled","Regular","Total_Item_Investigations","1","0","0","0","0","0","1","0","0","0","0","0","0",
"The Oxford Companion to Fairy Tales","Oxford University Press","","Oxford Reference","","","978-0-19-860509-6","","","","Book","Other","0001","Controlled","Regular","Total_Item_Requests","1","0","0","0","0","0","1","0","0","0","0","0","0",
"The Oxford Companion to Fairy Tales","Oxford University Press","","Oxford Reference","","","978-0-19-860509-6","","","","Book","Other","0001","Controlled","Regular","Unique_Item_Investigations","1","0","0","0","0","0","1","0","0","0","0","0","0",
"The Oxford Companion to Fairy Tales","Oxford University Press","","Oxford Reference","","","978-0-19-860509-6","","","","Book","Other","0001","Controlled","Regular","Unique_Item_Requests","1","0","0","0","0","0","1","0","0","0","0","0","0",
"Oxford Classical Dictionary","Oxford University Press","","Oxford Research Encyclopedias","","","978-0-19-938113-5","","","","Book","","0001","Controlled","Regular","Unique_Title_Investigations","2","0","0","0","0","0","0","0","0","2","0","0","0",
"Oxford Classical Dictionary","Oxford University Press","","Oxford Research Encyclopedias","","","978-0-19-938113-5","","","","Book","Other","0001","Controlled","Regular","No_License","2","0","0","0","0","0","0","0","0","2","0","0","0",
"Oxford Classical Dictionary","Oxford University Press","","Oxford Research Encyclopedias","","","978-0-19-938113-5","","","","Book","Other","0001","Controlled","Regular","Total_Item_Investigations","2","0","0","0","0","0","0","0","0","2","0","0","0",
"Oxford Classical Dictionary","Oxford University Press","","Oxford Research Encyclopedias","","","978-0-19-938113-5","","","","Book","Other","0001","Controlled","Regular","Unique_Item_Investigations","2","0","0","0","0","0","0","0","0","2","0","0","0",
"Oxford Research Encyclopedia of American History","Oxford University Press","","Oxford Research Encyclopedias","","","978-0-19-932917-5","","","","Book","","0001","Controlled","Regular","Unique_Title_Investigations","1","0","0","0","0","0","0","0","1","0","0","0","0",
"Oxford Research Encyclopedia of American History","Oxford University Press","","Oxford Research Encyclopedias","","","978-0-19-932917-5","","","","Book","","0001","Controlled","Regular","Unique_Title_Requests","1","0","0","0","0","0","0","0","1","0","0","0","0",
"Oxford Research Encyclopedia of American History","Oxford University Press","","Oxford Research Encyclopedias","","","978-0-19-932917-5","","","","Book","Other","0001","Controlled","Regular","Total_Item_Investigations","1","0","0","0","0","0","0","0","1","0","0","0","0",
"Oxford Research Encyclopedia of American History","Oxford University Press","","Oxford Research Encyclopedias","","","978-0-19-932917-5","","","","Book","Other","0001","Controlled","Regular","Total_Item_Requests","1","0","0","0","0","0","0","0","1","0","0","0","0",
"Oxford Research Encyclopedia of American History","Oxford University Press","","Oxford Research Encyclopedias","","","978-0-19-932917-5","","","","Book","Other","0001","Controlled","Regular","Unique_Item_Investigations","1","0","0","0","0","0","0","0","1","0","0","0","0",
"Oxford Research Encyclopedia of American History","Oxford University Press","","Oxford Research Encyclopedias","","","978-0-19-932917-5","","","","Book","Other","0001","Controlled","Regular","Unique_Item_Requests","1","0","0","0","0","0","0","0","1","0","0","0","0",
"Oxford Research Encyclopedia of International Studies","Oxford University Press","","Oxford Research Encyclopedias","","","978-0-19-084662-6","","","","Book","","0001","Controlled","Regular","Unique_Title_Investigations","1","0","0","0","0","0","0","0","0","1","0","0","0",
"Oxford Research Encyclopedia of International Studies","Oxford University Press","","Oxford Research Encyclopedias","","","978-0-19-084662-6","","","","Book","Other","0001","Controlled","Regular","No_License","2","0","0","0","0","0","0","0","0","2","0","0","0",
"Oxford Research Encyclopedia of International Studies","Oxford University Press","","Oxford Research Encyclopedias","","","978-0-19-084662-6","","","","Book","Other","0001","Controlled","Regular","Total_Item_Investigations","2","0","0","0","0","0","0","0","0","2","0","0","0",
"Oxford Research Encyclopedia of International Studies","Oxford University Press","","Oxford Research Encyclopedias","","","978-0-19-084662-6","","","","Book","Other","0001","Controlled","Regular","Unique_Item_Investigations","1","0","0","0","0","0","0","0","0","1","0","0","0",
"Oxford Research Encyclopedia of Religion","Oxford University Press","","Oxford Research Encyclopedias","","","978-0-19-934037-8","","","","Book","","0001","Controlled","Regular","Unique_Title_Investigations","1","0","0","0","0","0","0","0","0","0","1","0","0",
"Oxford Research Encyclopedia of Religion","Oxford University Press","","Oxford Research Encyclopedias","","","978-0-19-934037-8","","","","Book","Other","0001","Controlled","Regular","No_License","1","0","0","0","0","0","0","0","0","0","1","0","0",
"Oxford Research Encyclopedia of Religion","Oxford University Press","","Oxford Research Encyclopedias","","","978-0-19-934037-8","","","","Book","Other","0001","Controlled","Regular","Total_Item_Investigations","1","0","0","0","0","0","0","0","0","0","1","0","0",
"Oxford Research Encyclopedia of Religion","Oxford University Press","","Oxford Research Encyclopedias","","","978-0-19-934037-8","","","","Book","Other","0001","Controlled","Regular","Unique_Item_Investigations","1","0","0","0","0","0","0","0","0","0","1","0","0",
"Maria Edgeworth in France and Switzerland: Selections from the Edgeworth Family Letters","Oxford University Press","","Oxford Scholarly Editions Online","","","978-0-19-812518-1","","","","Book","Chapter","0001","Controlled","Regular","No_License","1","0","0","0","0","1","0","0","0","0","0","0","0",
"Oxford World's Classics: Julius Caesar: Seven Commentaries on The Gallic War: with an Eighth Commentary by Aulus Hirtius","Oxford University Press","","Oxford Scholarly Editions Online","","","978-0-19-954026-6","","","","Book","Chapter","0001","Controlled","Regular","No_License","1","0","0","0","0","0","0","0","0","0","1","0","0",
"Oxford World's Classics: Tacitus: The Annals","Oxford University Press","","Oxford Scholarly Editions Online","","","978-0-19-282421-9","","","","Book","","0001","Controlled","Regular","Unique_Title_Investigations","1","0","0","0","0","0","0","0","0","0","0","1","0",
"Oxford World's Classics: Tacitus: The Annals","Oxford University Press","","Oxford Scholarly Editions Online","","","978-0-19-282421-9","","","","Book","","0001","Controlled","Regular","Unique_Title_Requests","1","0","0","0","0","0","0","0","0","0","0","1","0",
"Oxford World's Classics: Tacitus: The Annals","Oxford University Press","","Oxford Scholarly Editions Online","","","978-0-19-282421-9","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Investigations","1","0","0","0","0","0","0","0","0","0","0","1","0",
"Oxford World's Classics: Tacitus: The Annals","Oxford University Press","","Oxford Scholarly Editions Online","","","978-0-19-282421-9","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Requests","1","0","0","0","0","0","0","0","0","0","0","1","0",
"Oxford World's Classics: Tacitus: The Annals","Oxford University Press","","Oxford Scholarly Editions Online","","","978-0-19-282421-9","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Investigations","1","0","0","0","0","0","0","0","0","0","0","1","0",
"Oxford World's Classics: Tacitus: The Annals","Oxford University Press","","Oxford Scholarly Editions Online","","","978-0-19-282421-9","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Requests","1","0","0","0","0","0","0","0","0","0","0","1","0",
"The Complete Works of John Milton, Vol. 6: Vernacular Regicide and Republican Writings","Oxford University Press","","Oxford Scholarly Editions Online","","","978-0-19-921805-9","","","","Book","Chapter","0001","Controlled","Regular","No_License","1","0","0","1","0","0","0","0","0","0","0","0","0",
"The Writings and Speeches of Edmund Burke, Vol. 1: The Early Writings","Oxford University Press","","Oxford Scholarly Editions Online","","","978-0-19-822415-0","","","","Book","Chapter","0001","Controlled","Regular","No_License","1","0","0","0","0","0","0","0","0","0","1","0","0",
"A History of Western Choral Music, Volume 1","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-517742-8","","","","Book","","0001","Controlled","Regular","Unique_Title_Investigations","1","0","0","0","0","0","0","0","0","0","0","0","1",
"A History of Western Choral Music, Volume 1","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-517742-8","","","","Book","","0001","Controlled","Regular","Unique_Title_Requests","1","0","0","0","0","0","0","0","0","0","0","0","1",
"A History of Western Choral Music, Volume 1","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-517742-8","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Investigations","5","0","0","0","0","0","0","0","0","0","0","0","5",
"A History of Western Choral Music, Volume 1","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-517742-8","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Requests","5","0","0","0","0","0","0","0","0","0","0","0","5",
"A History of Western Choral Music, Volume 1","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-517742-8","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Investigations","3","0","0","0","0","0","0","0","0","0","0","0","3",
"A History of Western Choral Music, Volume 1","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-517742-8","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Requests","3","0","0","0","0","0","0","0","0","0","0","0","3",
"Birth Rights and Wrongs","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-067572-1","","","","Book","","0001","Controlled","Regular","Unique_Title_Investigations","1","0","0","1","0","0","0","0","0","0","0","0","0",
"Birth Rights and Wrongs","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-067572-1","","","","Book","","0001","Controlled","Regular","Unique_Title_Requests","1","0","0","1","0","0","0","0","0","0","0","0","0",
"Birth Rights and Wrongs","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-067572-1","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Investigations","2","0","0","2","0","0","0","0","0","0","0","0","0",
"Birth Rights and Wrongs","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-067572-1","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Requests","2","0","0","2","0","0","0","0","0","0","0","0","0",
"Birth Rights and Wrongs","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-067572-1","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Investigations","2","0","0","2","0","0","0","0","0","0","0","0","0",
"Birth Rights and Wrongs","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-067572-1","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Requests","2","0","0","2","0","0","0","0","0","0","0","0","0",
"Cabals and Satires","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-069263-6","","","","Book","","0001","Controlled","Regular","Unique_Title_Investigations","1","0","0","0","0","0","0","1","0","0","0","0","0",
"Cabals and Satires","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-069263-6","","","","Book","","0001","Controlled","Regular","Unique_Title_Requests","1","0","0","0","0","0","0","1","0","0","0","0","0",
"Cabals and Satires","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-069263-6","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Investigations","2","0","0","0","0","0","0","2","0","0","0","0","0",
"Cabals and Satires","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-069263-6","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Requests","2","0","0","0","0","0","0","2","0","0","0","0","0",
"Cabals and Satires","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-069263-6","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Investigations","2","0","0","0","0","0","0","2","0","0","0","0","0",
"Cabals and Satires","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-069263-6","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Requests","2","0","0","0","0","0","0","2","0","0","0","0","0",
"Catholic Parishes of the 21st Century","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-064516-8","","","","Book","","0001","Controlled","Regular","Unique_Title_Investigations","2","0","0","0","0","0","1","0","0","0","1","0","0",
"Catholic Parishes of the 21st Century","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-064516-8","","","","Book","","0001","Controlled","Regular","Unique_Title_Requests","2","0","0","0","0","0","1","0","0","0","1","0","0",
"Catholic Parishes of the 21st Century","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-064516-8","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Investigations","2","0","0","0","0","0","1","0","0","0","1","0","0",
"Catholic Parishes of the 21st Century","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-064516-8","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Requests","2","0","0","0","0","0","1","0","0","0","1","0","0",
"Catholic Parishes of the 21st Century","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-064516-8","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Investigations","2","0","0","0","0","0","1","0","0","0","1","0","0",
"Catholic Parishes of the 21st Century","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-064516-8","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Requests","2","0","0","0","0","0","1","0","0","0","1","0","0",
"Children of Lucifer","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-027510-5","","","","Book","","0001","Controlled","Regular","Unique_Title_Investigations","2","0","0","0","0","2","0","0","0","0","0","0","0",
"Children of Lucifer","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-027510-5","","","","Book","","0001","Controlled","Regular","Unique_Title_Requests","2","0","0","0","0","2","0","0","0","0","0","0","0",
"Children of Lucifer","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-027510-5","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Investigations","3","0","0","0","0","3","0","0","0","0","0","0","0",
"Children of Lucifer","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-027510-5","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Requests","3","0","0","0","0","3","0","0","0","0","0","0","0",
"Children of Lucifer","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-027510-5","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Investigations","3","0","0","0","0","3","0","0","0","0","0","0","0",
"Children of Lucifer","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-027510-5","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Requests","3","0","0","0","0","3","0","0","0","0","0","0","0",
"Cultivated by Hand","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-088490-1","","","","Book","","0001","Controlled","Regular","Unique_Title_Investigations","1","0","0","0","0","1","0","0","0","0","0","0","0",
"Cultivated by Hand","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-088490-1","","","","Book","","0001","Controlled","Regular","Unique_Title_Requests","1","0","0","0","0","1","0","0","0","0","0","0","0",
"Cultivated by Hand","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-088490-1","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Investigations","1","0","0","0","0","1","0","0","0","0","0","0","0",
"Cultivated by Hand","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-088490-1","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Requests","1","0","0","0","0","1","0","0","0","0","0","0","0",
"Cultivated by Hand","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-088490-1","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Investigations","1","0","0","0","0","1","0","0","0","0","0","0","0",
"Cultivated by Hand","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-088490-1","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Requests","1","0","0","0","0","1","0","0","0","0","0","0","0",
"Doubtful Readers","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-883647-6","","","","Book","","0001","Controlled","Regular","Unique_Title_Investigations","1","0","1","0","0","0","0","0","0","0","0","0","0",
"Doubtful Readers","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-883647-6","","","","Book","","0001","Controlled","Regular","Unique_Title_Requests","1","0","1","0","0","0","0","0","0","0","0","0","0",
"Doubtful Readers","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-883647-6","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Investigations","4","0","4","0","0","0","0","0","0","0","0","0","0",
"Doubtful Readers","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-883647-6","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Requests","4","0","4","0","0","0","0","0","0","0","0","0","0",
"Doubtful Readers","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-883647-6","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Investigations","2","0","2","0","0","0","0","0","0","0","0","0","0",
"Doubtful Readers","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-883647-6","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Requests","2","0","2","0","0","0","0","0","0","0","0","0","0",
"Fellow Creatures","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-875385-8","","","","Book","","0001","Controlled","Regular","Unique_Title_Investigations","1","0","0","0","0","0","0","1","0","0","0","0","0",
"Fellow Creatures","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-875385-8","","","","Book","","0001","Controlled","Regular","Unique_Title_Requests","1","0","0","0","0","0","0","1","0","0","0","0","0",
"Fellow Creatures","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-875385-8","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Investigations","1","0","0","0","0","0","0","1","0","0","0","0","0",
"Fellow Creatures","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-875385-8","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Requests","1","0","0","0","0","0","0","1","0","0","0","0","0",
"Fellow Creatures","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-875385-8","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Investigations","1","0","0","0","0","0","0","1","0","0","0","0","0",
"Fellow Creatures","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-875385-8","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Requests","1","0","0","0","0","0","0","1","0","0","0","0","0",
"Framing Inequality","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-088818-3","","","","Book","","0001","Controlled","Regular","Unique_Title_Investigations","1","1","0","0","0","0","0","0","0","0","0","0","0",
"Framing Inequality","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-088818-3","","","","Book","","0001","Controlled","Regular","Unique_Title_Requests","1","1","0","0","0","0","0","0","0","0","0","0","0",
"Framing Inequality","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-088818-3","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Investigations","1","1","0","0","0","0","0","0","0","0","0","0","0",
"Framing Inequality","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-088818-3","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Requests","1","1","0","0","0","0","0","0","0","0","0","0","0",
"Framing Inequality","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-088818-3","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Investigations","1","1","0","0","0","0","0","0","0","0","0","0","0",
"Framing Inequality","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-088818-3","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Requests","1","1","0","0","0","0","0","0","0","0","0","0","0",
"Fundamentalist U","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-066562-3","","","","Book","","0001","Controlled","Regular","Unique_Title_Investigations","1","0","0","0","1","0","0","0","0","0","0","0","0",
"Fundamentalist U","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-066562-3","","","","Book","","0001","Controlled","Regular","Unique_Title_Requests","1","0","0","0","1","0","0","0","0","0","0","0","0",
"Fundamentalist U","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-066562-3","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Investigations","1","0","0","0","1","0","0","0","0","0","0","0","0",
"Fundamentalist U","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-066562-3","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Requests","1","0","0","0","1","0","0","0","0","0","0","0","0",
"Fundamentalist U","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-066562-3","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Investigations","1","0","0","0","1","0","0","0","0","0","0","0","0",
"Fundamentalist U","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-066562-3","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Requests","1","0","0","0","1","0","0","0","0","0","0","0","0",
"Housing First","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-998980-5","","","","Book","","0001","Controlled","Regular","Unique_Title_Investigations","1","0","0","0","1","0","0","0","0","0","0","0","0",
"Housing First","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-998980-5","","","","Book","","0001","Controlled","Regular","Unique_Title_Requests","1","0","0","0","1","0","0","0","0","0","0","0","0",
