"Report_Name","Title Master Report",
"Report_ID","TR",
"Release","5",
"Institution_Name","University of Mary Washington",
"Institution_ID","OUP:10751",
"Metric_Types","",
"Report_Filters","YOP=0001|9999",
"Report_Attributes","Attributes_To_Show=Access_Method|Access_Type|Data_Type|Section_Type|YOP",
"Exceptions","",
"Reporting_Period","Begin_Date=2020-07-01; End_Date=2021-06-30",
"Created","2022-01-12T19:04:08Z",
"Created_By","Scholarly iQ for Oxford University Press",
"","",
"Title","Publisher","Publisher_ID","Platform","DOI","Proprietary_ID","ISBN","Print_ISSN","Online_ISSN","URI","Data_Type","Section_Type","YOP","Access_Type","Access_Method","Metric_Type","Reporting_Period_Total","Jul-2020","Aug-2020","Sep-2020","Oct-2020","Nov-2020","Dec-2020","Jan-2021","Feb-2021","Mar-2021","Apr-2021","May-2021","Jun-2021",
"Housing First","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-998980-5","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Investigations","1","0","0","0","1","0","0","0","0","0","0","0","0",
"Housing First","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-998980-5","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Requests","1","0","0","0","1","0","0","0","0","0","0","0","0",
"Housing First","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-998980-5","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Investigations","1","0","0","0","1","0","0","0","0","0","0","0","0",
"Housing First","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-998980-5","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Requests","1","0","0","0","1","0","0","0","0","0","0","0","0",
"Interpreting Herodotus","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-880361-4","","","","Book","","0001","Controlled","Regular","Unique_Title_Investigations","1","1","0","0","0","0","0","0","0","0","0","0","0",
"Interpreting Herodotus","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-880361-4","","","","Book","","0001","Controlled","Regular","Unique_Title_Requests","1","1","0","0","0","0","0","0","0","0","0","0","0",
"Interpreting Herodotus","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-880361-4","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Investigations","1","1","0","0","0","0","0","0","0","0","0","0","0",
"Interpreting Herodotus","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-880361-4","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Requests","1","1","0","0","0","0","0","0","0","0","0","0","0",
"Interpreting Herodotus","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-880361-4","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Investigations","1","1","0","0","0","0","0","0","0","0","0","0","0",
"Interpreting Herodotus","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-880361-4","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Requests","1","1","0","0","0","0","0","0","0","0","0","0","0",
"Introduction to English Legal History","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-881260-9","","","","Book","","0001","Controlled","Regular","Unique_Title_Investigations","1","1","0","0","0","0","0","0","0","0","0","0","0",
"Introduction to English Legal History","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-881260-9","","","","Book","","0001","Controlled","Regular","Unique_Title_Requests","1","1","0","0","0","0","0","0","0","0","0","0","0",
"Introduction to English Legal History","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-881260-9","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Investigations","1","1","0","0","0","0","0","0","0","0","0","0","0",
"Introduction to English Legal History","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-881260-9","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Requests","1","1","0","0","0","0","0","0","0","0","0","0","0",
"Introduction to English Legal History","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-881260-9","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Investigations","1","1","0","0","0","0","0","0","0","0","0","0","0",
"Introduction to English Legal History","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-881260-9","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Requests","1","1","0","0","0","0","0","0","0","0","0","0","0",
"Language Politics and Public Sphere in North India","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-947934-4","","","","Book","","0001","Controlled","Regular","Unique_Title_Investigations","2","0","0","0","0","0","0","0","2","0","0","0","0",
"Language Politics and Public Sphere in North India","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-947934-4","","","","Book","","0001","Controlled","Regular","Unique_Title_Requests","2","0","0","0","0","0","0","0","2","0","0","0","0",
"Language Politics and Public Sphere in North India","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-947934-4","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Investigations","4","0","0","0","0","0","0","0","4","0","0","0","0",
"Language Politics and Public Sphere in North India","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-947934-4","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Requests","4","0","0","0","0","0","0","0","4","0","0","0","0",
"Language Politics and Public Sphere in North India","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-947934-4","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Investigations","4","0","0","0","0","0","0","0","4","0","0","0","0",
"Language Politics and Public Sphere in North India","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-947934-4","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Requests","4","0","0","0","0","0","0","0","4","0","0","0","0",
"Mobilized by Injustice","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-094064-5","","","","Book","","0001","Controlled","Regular","Unique_Title_Investigations","1","0","0","1","0","0","0","0","0","0","0","0","0",
"Mobilized by Injustice","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-094064-5","","","","Book","","0001","Controlled","Regular","Unique_Title_Requests","1","0","0","1","0","0","0","0","0","0","0","0","0",
"Mobilized by Injustice","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-094064-5","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Investigations","1","0","0","1","0","0","0","0","0","0","0","0","0",
"Mobilized by Injustice","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-094064-5","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Requests","1","0","0","1","0","0","0","0","0","0","0","0","0",
"Mobilized by Injustice","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-094064-5","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Investigations","1","0","0","1","0","0","0","0","0","0","0","0","0",
"Mobilized by Injustice","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-094064-5","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Requests","1","0","0","1","0","0","0","0","0","0","0","0","0",
"Modern Misogyny","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-932817-8","","","","Book","","0001","Controlled","Regular","Unique_Title_Investigations","3","0","0","3","0","0","0","0","0","0","0","0","0",
"Modern Misogyny","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-932817-8","","","","Book","","0001","Controlled","Regular","Unique_Title_Requests","3","0","0","3","0","0","0","0","0","0","0","0","0",
"Modern Misogyny","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-932817-8","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Investigations","9","0","0","9","0","0","0","0","0","0","0","0","0",
"Modern Misogyny","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-932817-8","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Requests","9","0","0","9","0","0","0","0","0","0","0","0","0",
"Modern Misogyny","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-932817-8","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Investigations","9","0","0","9","0","0","0","0","0","0","0","0","0",
"Modern Misogyny","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-932817-8","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Requests","9","0","0","9","0","0","0","0","0","0","0","0","0",
"Mothers of Massive Resistance","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-027171-8","","","","Book","","0001","Controlled","Regular","Unique_Title_Investigations","2","0","0","0","0","0","0","0","0","0","1","1","0",
"Mothers of Massive Resistance","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-027171-8","","","","Book","","0001","Controlled","Regular","Unique_Title_Requests","2","0","0","0","0","0","0","0","0","0","1","1","0",
"Mothers of Massive Resistance","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-027171-8","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Investigations","2","0","0","0","0","0","0","0","0","0","1","1","0",
"Mothers of Massive Resistance","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-027171-8","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Requests","2","0","0","0","0","0","0","0","0","0","1","1","0",
"Mothers of Massive Resistance","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-027171-8","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Investigations","2","0","0","0","0","0","0","0","0","0","1","1","0",
"Mothers of Massive Resistance","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-027171-8","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Requests","2","0","0","0","0","0","0","0","0","0","1","1","0",
"Negotiating Opportunities","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-063443-8","","","","Book","","0001","Controlled","Regular","Unique_Title_Investigations","1","0","0","0","1","0","0","0","0","0","0","0","0",
"Negotiating Opportunities","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-063443-8","","","","Book","","0001","Controlled","Regular","Unique_Title_Requests","1","0","0","0","1","0","0","0","0","0","0","0","0",
"Negotiating Opportunities","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-063443-8","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Investigations","1","0","0","0","1","0","0","0","0","0","0","0","0",
"Negotiating Opportunities","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-063443-8","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Requests","1","0","0","0","1","0","0","0","0","0","0","0","0",
"Negotiating Opportunities","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-063443-8","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Investigations","1","0","0","0","1","0","0","0","0","0","0","0","0",
"Negotiating Opportunities","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-063443-8","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Requests","1","0","0","0","1","0","0","0","0","0","0","0","0",
"Professionalizing the Police","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-881747-5","","","","Book","","0001","Controlled","Regular","Unique_Title_Investigations","1","0","0","0","0","0","0","0","0","0","0","1","0",
"Professionalizing the Police","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-881747-5","","","","Book","","0001","Controlled","Regular","Unique_Title_Requests","1","0","0","0","0","0","0","0","0","0","0","1","0",
"Professionalizing the Police","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-881747-5","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Investigations","1","0","0","0","0","0","0","0","0","0","0","1","0",
"Professionalizing the Police","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-881747-5","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Requests","1","0","0","0","0","0","0","0","0","0","0","1","0",
"Professionalizing the Police","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-881747-5","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Investigations","1","0","0","0","0","0","0","0","0","0","0","1","0",
"Professionalizing the Police","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-881747-5","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Requests","1","0","0","0","0","0","0","0","0","0","0","1","0",
"Resetting the International Monetary (Non)System","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-871811-6","","","","Book","","0001","Controlled","Regular","Unique_Title_Investigations","2","0","0","0","0","0","0","0","0","2","0","0","0",
"Resetting the International Monetary (Non)System","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-871811-6","","","","Book","","0001","Controlled","Regular","Unique_Title_Requests","2","0","0","0","0","0","0","0","0","2","0","0","0",
"Resetting the International Monetary (Non)System","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-871811-6","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Investigations","2","0","0","0","0","0","0","0","0","2","0","0","0",
"Resetting the International Monetary (Non)System","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-871811-6","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Requests","2","0","0","0","0","0","0","0","0","2","0","0","0",
"Resetting the International Monetary (Non)System","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-871811-6","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Investigations","2","0","0","0","0","0","0","0","0","2","0","0","0",
"Resetting the International Monetary (Non)System","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-871811-6","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Requests","2","0","0","0","0","0","0","0","0","2","0","0","0",
"Speaking the Nation","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-948174-3","","","","Book","","0001","Controlled","Regular","Unique_Title_Investigations","1","0","0","0","0","0","0","0","1","0","0","0","0",
"Speaking the Nation","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-948174-3","","","","Book","","0001","Controlled","Regular","Unique_Title_Requests","1","0","0","0","0","0","0","0","1","0","0","0","0",
"Speaking the Nation","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-948174-3","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Investigations","1","0","0","0","0","0","0","0","1","0","0","0","0",
"Speaking the Nation","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-948174-3","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Requests","1","0","0","0","0","0","0","0","1","0","0","0","0",
"Speaking the Nation","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-948174-3","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Investigations","1","0","0","0","0","0","0","0","1","0","0","0","0",
"Speaking the Nation","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-948174-3","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Requests","1","0","0","0","0","0","0","0","1","0","0","0","0",
"The Border","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-993867-4","","","","Book","","0001","Controlled","Regular","Unique_Title_Investigations","1","0","1","0","0","0","0","0","0","0","0","0","0",
"The Border","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-993867-4","","","","Book","","0001","Controlled","Regular","Unique_Title_Requests","1","0","1","0","0","0","0","0","0","0","0","0","0",
"The Border","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-993867-4","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Investigations","1","0","1","0","0","0","0","0","0","0","0","0","0",
"The Border","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-993867-4","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Requests","1","0","1","0","0","0","0","0","0","0","0","0","0",
"The Border","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-993867-4","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Investigations","1","0","1","0","0","0","0","0","0","0","0","0","0",
"The Border","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-993867-4","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Requests","1","0","1","0","0","0","0","0","0","0","0","0","0",
"The Sultan’s Renegades","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-879143-0","","","","Book","","0001","Controlled","Regular","Unique_Title_Investigations","1","0","0","0","0","0","1","0","0","0","0","0","0",
"The Sultan’s Renegades","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-879143-0","","","","Book","","0001","Controlled","Regular","Unique_Title_Requests","1","0","0","0","0","0","1","0","0","0","0","0","0",
"The Sultan’s Renegades","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-879143-0","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Investigations","1","0","0","0","0","0","1","0","0","0","0","0","0",
"The Sultan’s Renegades","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-879143-0","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Requests","1","0","0","0","0","0","1","0","0","0","0","0","0",
"The Sultan’s Renegades","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-879143-0","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Investigations","1","0","0","0","0","0","1","0","0","0","0","0","0",
"The Sultan’s Renegades","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-879143-0","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Requests","1","0","0","0","0","0","1","0","0","0","0","0","0",
"Women as Foreign Policy Leaders","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-087537-4","","","","Book","","0001","Controlled","Regular","Unique_Title_Investigations","1","0","0","0","0","0","0","0","0","0","1","0","0",
"Women as Foreign Policy Leaders","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-087537-4","","","","Book","","0001","Controlled","Regular","Unique_Title_Requests","1","0","0","0","0","0","0","0","0","0","1","0","0",
"Women as Foreign Policy Leaders","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-087537-4","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Investigations","1","0","0","0","0","0","0","0","0","0","1","0","0",
"Women as Foreign Policy Leaders","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-087537-4","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Requests","1","0","0","0","0","0","0","0","0","0","1","0","0",
"Women as Foreign Policy Leaders","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-087537-4","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Investigations","1","0","0","0","0","0","0","0","0","0","1","0","0",
"Women as Foreign Policy Leaders","Oxford University Press","","Oxford Scholarship Online","","","978-0-19-087537-4","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Requests","1","0","0","0","0","0","0","0","0","0","1","0","0",
"Making of a Teenage Service Class","Oxford University Press","","University of California Press","","","978-0-520-29205-5","","","","Book","","0001","Controlled","Regular","Unique_Title_Investigations","1","0","0","0","0","0","1","0","0","0","0","0","0",
"Making of a Teenage Service Class","Oxford University Press","","University of California Press","","","978-0-520-29205-5","","","","Book","","0001","Controlled","Regular","Unique_Title_Requests","1","0","0","0","0","0","1","0","0","0","0","0","0",
"Making of a Teenage Service Class","Oxford University Press","","University of California Press","","","978-0-520-29205-5","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Investigations","1","0","0","0","0","0","1","0","0","0","0","0","0",
"Making of a Teenage Service Class","Oxford University Press","","University of California Press","","","978-0-520-29205-5","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Requests","1","0","0","0","0","0","1","0","0","0","0","0","0",
"Making of a Teenage Service Class","Oxford University Press","","University of California Press","","","978-0-520-29205-5","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Investigations","1","0","0","0","0","0","1","0","0","0","0","0","0",
"Making of a Teenage Service Class","Oxford University Press","","University of California Press","","","978-0-520-29205-5","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Requests","1","0","0","0","0","0","1","0","0","0","0","0","0",
"Race and the Brazilian Body","Oxford University Press","","University of California Press","","","978-0-520-29379-3","","","","Book","","0001","Controlled","Regular","Unique_Title_Investigations","1","0","0","1","0","0","0","0","0","0","0","0","0",
"Race and the Brazilian Body","Oxford University Press","","University of California Press","","","978-0-520-29379-3","","","","Book","","0001","Controlled","Regular","Unique_Title_Requests","1","0","0","1","0","0","0","0","0","0","0","0","0",
"Race and the Brazilian Body","Oxford University Press","","University of California Press","","","978-0-520-29379-3","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Investigations","1","0","0","1","0","0","0","0","0","0","0","0","0",
"Race and the Brazilian Body","Oxford University Press","","University of California Press","","","978-0-520-29379-3","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Requests","1","0","0","1","0","0","0","0","0","0","0","0","0",
"Race and the Brazilian Body","Oxford University Press","","University of California Press","","","978-0-520-29379-3","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Investigations","1","0","0","1","0","0","0","0","0","0","0","0","0",
"Race and the Brazilian Body","Oxford University Press","","University of California Press","","","978-0-520-29379-3","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Requests","1","0","0","1","0","0","0","0","0","0","0","0","0",
"Seer and the City","Oxford University Press","","University of California Press","","","978-0-520-29500-1","","","","Book","","0001","Controlled","Regular","Unique_Title_Investigations","1","0","0","0","1","0","0","0","0","0","0","0","0",
"Seer and the City","Oxford University Press","","University of California Press","","","978-0-520-29500-1","","","","Book","","0001","Controlled","Regular","Unique_Title_Requests","1","0","0","0","1","0","0","0","0","0","0","0","0",
"Seer and the City","Oxford University Press","","University of California Press","","","978-0-520-29500-1","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Investigations","1","0","0","0","1","0","0","0","0","0","0","0","0",
"Seer and the City","Oxford University Press","","University of California Press","","","978-0-520-29500-1","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Requests","1","0","0","0","1","0","0","0","0","0","0","0","0",
"Seer and the City","Oxford University Press","","University of California Press","","","978-0-520-29500-1","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Investigations","1","0","0","0","1","0","0","0","0","0","0","0","0",
"Seer and the City","Oxford University Press","","University of California Press","","","978-0-520-29500-1","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Requests","1","0","0","0","1","0","0","0","0","0","0","0","0",
"Blackface Nation","Oxford University Press","","University of Chicago Press","","","978-0-226-45178-7","","","","Book","","0001","Controlled","Regular","Unique_Title_Investigations","2","0","0","0","0","0","0","0","0","1","1","0","0",
"Blackface Nation","Oxford University Press","","University of Chicago Press","","","978-0-226-45178-7","","","","Book","","0001","Controlled","Regular","Unique_Title_Requests","2","0","0","0","0","0","0","0","0","1","1","0","0",
"Blackface Nation","Oxford University Press","","University of Chicago Press","","","978-0-226-45178-7","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Investigations","2","0","0","0","0","0","0","0","0","1","1","0","0",
"Blackface Nation","Oxford University Press","","University of Chicago Press","","","978-0-226-45178-7","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Requests","2","0","0","0","0","0","0","0","0","1","1","0","0",
"Blackface Nation","Oxford University Press","","University of Chicago Press","","","978-0-226-45178-7","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Investigations","2","0","0","0","0","0","0","0","0","1","1","0","0",
"Blackface Nation","Oxford University Press","","University of Chicago Press","","","978-0-226-45178-7","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Requests","2","0","0","0","0","0","0","0","0","1","1","0","0",
"Far Out","Oxford University Press","","University of Chicago Press","","","978-0-226-42913-7","","","","Book","","0001","Controlled","Regular","Unique_Title_Investigations","1","0","0","0","1","0","0","0","0","0","0","0","0",
"Far Out","Oxford University Press","","University of Chicago Press","","","978-0-226-42913-7","","","","Book","","0001","Controlled","Regular","Unique_Title_Requests","1","0","0","0","1","0","0","0","0","0","0","0","0",
"Far Out","Oxford University Press","","University of Chicago Press","","","978-0-226-42913-7","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Investigations","1","0","0","0","1","0","0","0","0","0","0","0","0",
"Far Out","Oxford University Press","","University of Chicago Press","","","978-0-226-42913-7","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Requests","1","0","0","0","1","0","0","0","0","0","0","0","0",
"Far Out","Oxford University Press","","University of Chicago Press","","","978-0-226-42913-7","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Investigations","1","0","0","0","1","0","0","0","0","0","0","0","0",
"Far Out","Oxford University Press","","University of Chicago Press","","","978-0-226-42913-7","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Requests","1","0","0","0","1","0","0","0","0","0","0","0","0",
"The Legal Epic","Oxford University Press","","University of Chicago Press","","","978-0-226-43527-5","","","","Book","","0001","Controlled","Regular","Unique_Title_Investigations","2","2","0","0","0","0","0","0","0","0","0","0","0",
"The Legal Epic","Oxford University Press","","University of Chicago Press","","","978-0-226-43527-5","","","","Book","","0001","Controlled","Regular","Unique_Title_Requests","2","2","0","0","0","0","0","0","0","0","0","0","0",
"The Legal Epic","Oxford University Press","","University of Chicago Press","","","978-0-226-43527-5","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Investigations","2","2","0","0","0","0","0","0","0","0","0","0","0",
"The Legal Epic","Oxford University Press","","University of Chicago Press","","","978-0-226-43527-5","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Requests","2","2","0","0","0","0","0","0","0","0","0","0","0",
"The Legal Epic","Oxford University Press","","University of Chicago Press","","","978-0-226-43527-5","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Investigations","2","2","0","0","0","0","0","0","0","0","0","0","0",
"The Legal Epic","Oxford University Press","","University of Chicago Press","","","978-0-226-43527-5","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Requests","2","2","0","0","0","0","0","0","0","0","0","0","0",
"The Powhatan Landscape","Oxford University Press","","University Press of Florida","","","978-0-8130-6286-0","","","","Book","","0001","Controlled","Regular","Unique_Title_Investigations","1","0","1","0","0","0","0","0","0","0","0","0","0",
"The Powhatan Landscape","Oxford University Press","","University Press of Florida","","","978-0-8130-6286-0","","","","Book","","0001","Controlled","Regular","Unique_Title_Requests","1","0","1","0","0","0","0","0","0","0","0","0","0",
"The Powhatan Landscape","Oxford University Press","","University Press of Florida","","","978-0-8130-6286-0","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Investigations","2","0","2","0","0","0","0","0","0","0","0","0","0",
"The Powhatan Landscape","Oxford University Press","","University Press of Florida","","","978-0-8130-6286-0","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Requests","2","0","2","0","0","0","0","0","0","0","0","0","0",
"The Powhatan Landscape","Oxford University Press","","University Press of Florida","","","978-0-8130-6286-0","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Investigations","2","0","2","0","0","0","0","0","0","0","0","0","0",
"The Powhatan Landscape","Oxford University Press","","University Press of Florida","","","978-0-8130-6286-0","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Requests","2","0","2","0","0","0","0","0","0","0","0","0","0",
"Black Feelings","Oxford University Press","","University Press of Mississippi","","","978-1-4968-2794-4","","","","Book","","0001","Controlled","Regular","Unique_Title_Investigations","1","0","0","0","0","0","0","0","0","0","0","1","0",
"Black Feelings","Oxford University Press","","University Press of Mississippi","","","978-1-4968-2794-4","","","","Book","","0001","Controlled","Regular","Unique_Title_Requests","1","0","0","0","0","0","0","0","0","0","0","1","0",
"Black Feelings","Oxford University Press","","University Press of Mississippi","","","978-1-4968-2794-4","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Investigations","1","0","0","0","0","0","0","0","0","0","0","1","0",
"Black Feelings","Oxford University Press","","University Press of Mississippi","","","978-1-4968-2794-4","","","","Book","Chapter","0001","Controlled","Regular","Total_Item_Requests","1","0","0","0","0","0","0","0","0","0","0","1","0",
"Black Feelings","Oxford University Press","","University Press of Mississippi","","","978-1-4968-2794-4","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Investigations","1","0","0","0","0","0","0","0","0","0","0","1","0",
"Black Feelings","Oxford University Press","","University Press of Mississippi","","","978-1-4968-2794-4","","","","Book","Chapter","0001","Controlled","Regular","Unique_Item_Requests","1","0","0","0","0","0","0","0","0","0","0","1","0",
